DGA,QT,RT1,POR,RA45,PE,M4R2,QCAL
3,14.554,9.272,0.015,1.252,7.919,3.954,1
2.948,12.019,9.254,0.031,1.285,7.731,4.072,1.001
2.887,9.485,9.264,0.043,1.29,7.667,4.146,1.001
2.861,6.951,9.298,0.047,1.287,7.676,4.156,1.001
2.872,4.417,9.355,0.044,1.276,7.685,4.094,1.001
2.931,1.882,9.538,0.031,1.238,7.681,3.971,1.001
3,1.848,9.653,0.011,1.217,7.663,3.83,1.001
3,1.814,9.769,0,1.199,7.64,3.708,1
3,1.781,9.88,0,1.185,7.623,3.611,1
3,1.747,10.052,0,1.178,7.606,3.538,1
3,1.713,10.101,0,1.186,7.573,3.478,1
3,1.679,10.12,0,1.201,7.528,3.414,1
3,1.645,10.106,0.005,1.219,7.499,3.34,1
3,1.611,9.991,0.006,1.259,7.487,3.262,1
3,1.568,9.91,0.005,1.275,7.463,3.194,1
3,1.526,9.819,0.004,1.284,7.43,3.147,1
3,1.483,9.719,0.005,1.285,7.408,3.132,1
3,1.441,9.507,0.009,1.259,7.38,3.16,1
3,1.398,9.399,0.013,1.235,7.33,3.213,1
2.997,1.355,9.294,0.015,1.205,7.266,3.278,1
2.993,1.313,9.197,0.017,1.173,7.219,3.344,1
2.988,1.27,9.027,0.02,1.116,7.215,3.404,1
2.983,1.262,8.956,0.023,1.096,7.234,3.452,1
2.966,1.255,8.896,0.027,1.086,7.239,3.494,1
2.929,1.247,8.852,0.035,1.085,7.233,3.536,1
2.899,1.24,8.797,0.04,1.11,7.242,3.582,1
2.896,1.232,8.783,0.039,1.132,7.192,3.631,1
2.91,1.225,8.778,0.036,1.157,6.94,3.681,1
2.913,1.217,8.782,0.034,1.182,6.464,3.723,1
2.911,1.209,8.837,0.034,1.221,5.851,3.756,1
2.925,1.213,8.889,0.03,1.23,5.207,3.781,1
2.95,1.216,8.959,0.024,1.231,4.653,3.796,1
2.968,1.219,9.049,0.02,1.224,4.288,3.804,1
2.981,1.222,9.252,0.017,1.192,4.118,3.801,1
3,1.225,9.352,0.013,1.172,4.068,3.788,1
3,1.228,9.441,0.007,1.153,4.051,3.77,1
3,1.231,9.512,0.005,1.139,4.019,3.755,1
3,1.234,9.591,0.009,1.13,3.971,3.754,1
2.954,1.223,9.6,0.02,1.138,3.944,3.776,1
2.897,1.211,9.59,0.03,1.153,3.958,3.834,1
2.876,1.2,9.567,0.44,1.174,3.952,3.92,1
2.872,1.188,9.509,0.457,1.221,3.865,4.019,1
2.872,1.177,9.477,0.223,1.241,3.742,4.124,1
2.861,1.165,9.449,0.322,1.256,3.646,4.226,1
2.836,1.154,9.428,1.183,1.263,3.605,4.324,1
2.81,1.142,9.429,2.108,1.254,3.608,4.42,1
2.789,1.141,9.456,2.893,1.24,3.65,4.511,1
2.778,1.141,9.503,3.502,1.222,3.789,4.579,1
2.772,1.14,9.569,3.525,1.204,4.105,4.604,1
2.784,1.139,9.756,2.811,1.179,4.587,4.562,1
2.815,1.138,9.874,1.085,1.176,5.095,4.43,1
2.887,1.138,10.003,0.038,1.182,5.485,4.244,1
2.983,1.137,10.135,0.02,1.197,5.739,4.048,1
3,1.136,10.386,0.007,1.246,5.872,3.875,1
3,1.138,10.496,0.001,1.275,5.845,3.746,1
3,1.139,10.592,0.004,1.303,5.61,3.677,1
3,1.141,10.665,0.011,1.325,5.19,3.678,1
2.974,1.142,10.722,0.02,1.343,4.7,3.722,1
2.944,1.144,10.708,0.027,1.335,4.273,3.798,1
2.928,1.145,10.668,0.031,1.316,3.983,3.898,1
2.911,1.147,10.608,0.036,1.288,3.837,4.016,1
2.883,1.148,10.476,0.042,1.217,3.814,4.146,1
2.863,1.149,10.417,0.046,1.182,3.839,4.277,1
2.865,1.149,10.373,0.045,1.153,3.843,4.388,1
2.885,1.149,10.351,0.04,1.132,3.833,4.459,1
2.92,1.149,10.38,0.033,1.126,3.785,4.475,1
2.977,1.149,10.426,0.021,1.139,3.675,4.428,1
3,1.149,10.481,0.007,1.162,3.56,4.327,1
3,1.149,10.546,0,1.191,3.481,4.224,1
3,1.149,10.672,0.004,1.252,3.433,4.14,1
2.979,5.106,10.723,0.018,1.275,3.426,4.086,1
2.912,9.063,10.764,0.03,1.29,3.529,4.061,1
2.892,13.02,10.786,0.034,1.294,3.839,4.05,1
2.911,0.423,10.783,0.03,1.271,4.304,4.023,1
2.943,0.423,10.76,0.024,1.247,4.643,3.977,1
2.959,0.423,10.733,0.022,1.219,4.571,3.923,1
2.957,0.423,10.706,0.023,1.192,4.152,3.876,1
2.953,0.423,10.673,0.025,1.153,3.744,3.856,1
2.952,0.423,10.677,0.025,1.147,3.59,3.888,1
2.948,0.423,10.693,0.027,1.153,3.666,3.957,1
2.945,0.423,10.72,0.029,1.169,3.765,4.037,1
2.952,0.423,10.791,0.03,1.225,3.795,4.105,1
2.968,13.761,10.835,0.028,1.257,3.783,4.138,1
2.986,9.952,10.875,0.025,1.287,3.749,4.118,1
2.998,6.143,10.911,0.022,1.311,3.716,4.05,1
2.999,2.334,10.963,0.021,1.33,3.704,3.966,1
2.997,2.409,10.979,0.019,1.322,3.704,3.883,1
3,2.485,10.984,0.016,1.303,3.701,3.816,1
3,2.56,10.974,0.013,1.276,3.689,3.773,1
3,2.635,10.895,0.015,1.212,3.675,3.768,1
2.978,2.71,10.827,0.022,1.182,3.67,3.8,1
2.932,2.785,10.738,0.033,1.158,3.667,3.868,1
2.888,2.86,10.638,0.044,1.143,3.639,3.966,1
2.855,2.935,10.423,0.053,1.145,3.623,4.083,1
2.843,2.976,10.323,0.057,1.16,3.703,4.199,1
2.848,3.018,10.237,0.058,1.181,3.807,4.271,1
2.865,3.059,10.171,0.055,1.205,3.778,4.284,1
2.897,3.1,10.099,0.049,1.246,3.631,4.248,1
2.954,3.141,10.096,0.038,1.256,3.508,4.182,1
3,3.183,10.108,0.024,1.258,3.474,4.118,1
3,3.224,10.135,0.018,1.25,3.486,4.098,1
3,3.265,10.2,0.026,1.21,3.569,4.141,1
2.957,3.056,10.225,0.038,1.184,3.835,4.231,1
2.916,2.847,10.237,0.045,1.159,4.341,4.349,1
2.896,2.638,10.236,0.048,1.139,4.866,4.471,1
2.885,2.429,10.2,0.048,1.123,5.015,4.574,1
2.877,2.22,10.173,0.048,1.13,4.687,4.645,1
2.866,2.011,10.15,0.049,1.147,4.195,4.716,1
2.832,1.802,10.14,0.054,1.172,3.919,4.809,1
2.801,1.593,10.19,1.054,1.233,3.944,4.93,1
2.785,1.596,10.261,2.118,1.261,4.117,5.074,1
2.782,1.599,10.367,2.614,1.284,4.27,5.196,1
2.786,1.602,10.495,2.93,1.299,4.328,5.223,1
2.79,1.605,10.808,3.235,1.304,4.262,5.142,1
2.8,1.608,10.995,3.38,1.296,4.08,4.971,1
2.824,1.611,11.196,2.953,1.285,3.885,4.745,1
2.865,1.614,11.412,1.39,1.274,3.777,4.505,1
2.913,1.617,11.88,0.025,1.266,3.761,4.294,1
2.986,1.6,12.116,0.01,1.274,3.797,4.112,1
3,1.582,12.343,0,1.291,3.873,3.948,1
3,1.565,12.55,0,1.316,4.013,3.797,1
3,1.547,12.854,0,1.379,4.288,3.655,1
3,1.53,12.924,0,1.41,4.735,3.527,1
3,1.512,12.94,0,1.434,5.19,3.431,1
3,1.495,12.908,0.012,1.449,5.367,3.368,1
3,1.477,12.736,0.015,1.442,5.185,3.342,1
3,1.472,12.607,0.013,1.418,4.834,3.35,1
3,1.466,12.459,0.01,1.383,4.526,3.388,1
3,1.46,12.291,0.009,1.34,4.286,3.451,1
3,1.455,11.914,0.008,1.245,4.104,3.531,1
3,1.449,11.713,0.012,1.201,4.012,3.626,1
3,1.443,11.508,0.021,1.167,4.018,3.733,1
2.955,1.438,11.309,0.03,1.143,4.062,3.852,1
2.915,1.432,10.956,0.034,1.133,4.088,3.975,1
2.886,1.454,10.818,0.036,1.146,4.099,4.085,1
2.858,1.476,10.704,0.04,1.168,4.11,4.171,1
2.843,1.498,10.615,0.566,1.195,4.112,4.233,1
2.827,1.52,10.503,1.851,1.249,4.104,4.278,1
2.801,1.542,10.474,2.979,1.269,4.096,4.316,1
2.777,1.564,10.463,3.987,1.281,4.093,4.364,1
2.763,1.586,10.476,4.609,1.285,4.087,4.419,1
2.799,1.607,10.574,2.999,1.269,4.05,4.462,1
2.813,1.62,10.657,2.387,1.253,3.984,4.47,1
2.85,1.634,10.76,0.696,1.237,3.944,4.422,1
2.939,1.647,10.868,0.026,1.223,3.947,4.305,1
3,1.66,11.062,0.009,1.212,3.961,4.13,1
3,1.673,11.131,0.002,1.218,3.943,3.948,1
3,1.686,11.173,0.003,1.232,3.893,3.782,1
3,1.699,11.177,0.007,1.251,3.975,3.65,1
3,1.712,11.062,0.011,1.297,4.421,3.56,1
3,2.421,10.95,0.011,1.317,5.112,3.515,0.999
3,3.13,10.814,0.009,1.331,5.569,3.498,0.999
3,3.839,10.664,0.01,1.335,5.509,3.491,0.999
3,4.549,10.359,0.015,1.315,5.171,3.485,0.999
2.998,5.258,10.216,0.021,1.291,4.891,3.473,0.999
2.965,5.967,10.092,0.026,1.26,4.742,3.451,0.999
2.946,6.676,9.989,0.029,1.226,4.611,3.42,0.999
2.939,7.385,9.859,0.029,1.163,4.458,3.391,0.999
2.944,6.757,9.823,0.027,1.14,4.362,3.369,0.999
2.959,6.129,9.8,0.024,1.127,4.349,3.358,0.999
2.974,5.501,9.786,0.022,1.124,4.381,3.361,0.999
2.983,4.873,9.78,0.021,1.147,4.47,3.38,0.999
2.993,4.245,9.781,0.019,1.169,4.688,3.415,0.999
3,3.617,9.779,0.016,1.193,5.05,3.463,0.999
3,2.989,9.767,0.011,1.215,5.38,3.523,0.999
3,2.361,9.716,0.007,1.241,5.434,3.598,0.999
3,2.454,9.678,0.007,1.24,5.192,3.691,0.999
3,2.547,9.63,0.013,1.228,4.898,3.816,0.999
2.947,2.64,9.572,0.026,1.207,4.791,3.973,0.999
2.872,2.734,9.425,0.041,1.144,4.897,4.162,0.999
2.829,2.827,9.346,1.357,1.11,5.109,4.378,0.999
2.798,2.92,9.269,2.687,1.079,5.283,4.613,0.999
2.777,3.013,9.201,3.557,1.055,5.332,4.855,0.999
2.77,3.106,9.114,3.788,1.037,5.292,5.078,0.999
2.78,3.215,9.116,3.154,1.045,5.267,5.267,0.999
2.802,3.325,9.156,1.93,1.063,5.266,5.408,0.999
2.815,3.434,9.241,1.16,1.089,5.259,5.489,0.999
2.796,3.544,9.514,1.899,1.151,5.272,5.499,0.999
2.761,3.653,9.681,3.466,1.18,5.346,5.418,0.999
2.735,3.762,9.857,4.769,1.203,5.533,5.259,0.999
2.726,3.872,10.029,5.358,1.218,5.841,5.05,0.999
2.738,3.981,10.347,5.117,1.224,6.195,4.816,0.999
2.772,3.981,10.496,3.781,1.218,6.464,4.585,0.999
2.828,3.981,10.652,1.438,1.209,6.565,4.393,0.999
2.906,3.981,10.814,0.031,1.2,6.534,4.284,0.999
2.975,3.981,11.186,0.018,1.196,6.449,4.263,0.999
2.981,3.981,11.398,0.017,1.203,6.308,4.334,0.999
2.949,3.981,11.612,0.025,1.216,6.061,4.499,0.999
2.909,3.981,11.812,0.033,1.234,5.705,4.753,0.999
2.859,3.981,12.115,0.043,1.273,5.324,5.091,0.999
2.805,3.951,12.197,1.335,1.288,5.036,5.469,0.999
2.751,3.921,12.231,3.338,1.294,4.919,5.844,0.999
2.712,3.891,12.22,4.735,1.292,5.057,6.186,0.999
2.693,3.861,12.129,5.554,1.259,5.59,6.471,0.999
2.687,3.832,12.084,5.879,1.231,6.56,6.682,0.999
2.689,3.802,12.071,5.938,1.201,7.707,6.79,0.999
2.693,3.772,12.115,5.854,1.172,8.396,6.813,0.999
2.699,3.742,12.409,5.766,1.139,8.246,6.749,0.999
2.706,3.699,12.651,5.732,1.142,7.663,6.597,0.999
2.716,3.656,12.954,5.698,1.161,7.45,6.365,0.999
2.738,3.613,13.317,5.32,1.194,7.924,6.062,0.999
2.772,3.571,14.163,4.016,1.298,8.707,5.721,0.999
2.805,3.528,14.618,1.11,1.359,9.084,5.37,0.999
2.866,3.485,15.076,0.03,1.419,8.821,5.029,0.999
2.935,3.442,15.514,0.016,1.473,8.208,4.718,0.999
2.977,3.399,16.263,0.008,1.544,7.755,4.457,0.999
3,3.512,16.538,0.004,1.556,7.579,4.292,0.999
2.996,3.624,16.71,0.005,1.551,7.328,4.228,0.999
2.95,3.737,16.773,0.015,1.532,7.068,4.269,0.999
2.911,3.849,16.612,0.245,1.466,7.194,4.411,0.999
2.883,3.962,16.418,2.025,1.428,7.656,4.638,0.999
2.873,4.074,16.188,2.892,1.392,8.165,4.913,0.999
2.875,4.187,15.949,2.462,1.364,8.461,5.145,0.999
2.882,4.299,15.527,1.69,1.336,8.576,5.281,0.999
2.883,4.769,15.379,1.485,1.338,8.661,5.312,0.999
2.878,5.238,15.281,1.816,1.348,8.666,5.255,0.999
2.876,5.708,15.234,2.071,1.363,8.607,5.15,0.999
2.881,6.177,15.264,1.712,1.397,8.559,5.05,0.999
2.895,6.647,15.327,0.766,1.408,8.549,4.97,0.999
2.918,7.116,15.405,0.038,1.412,8.514,4.889,0.999
2.97,7.585,15.49,0.014,1.409,8.268,4.788,0.999
3,8.055,15.643,0.001,1.382,7.69,4.65,0.999
3,8.999,15.679,0,1.362,6.989,4.472,0.999
2.994,9.943,15.673,0.014,1.34,6.403,4.29,0.999
2.973,10.888,15.626,0.019,1.321,5.953,4.15,0.999
2.874,11.832,15.399,0.048,1.296,5.466,4.078,0.999
2.815,12.776,15.217,2.743,1.293,4.869,4.092,0.999
2.78,13.72,14.985,4.286,1.295,4.319,4.2,0.999
2.768,14.664,14.713,4.691,1.301,4.003,4.415,0.999
2.764,15.609,14.107,4.742,1.313,3.9,4.706,0.998
2.745,14.002,13.805,5.43,1.315,3.854,5.045,0.999
2.714,12.396,13.528,6.685,1.311,3.808,5.411,0.999
2.687,10.79,13.283,7.783,1.3,3.762,5.786,0.999
2.674,9.184,12.93,8.391,1.259,3.793,6.143,0.999
2.671,7.578,12.841,8.638,1.232,3.965,6.42,0.999
2.676,5.972,12.815,8.578,1.206,4.347,6.578,0.999
2.69,4.366,12.847,8.148,1.183,5.046,6.604,1.002
2.714,2.76,13.04,7.293,1.161,5.964,6.513,1.002
2.749,2.75,13.179,6.081,1.167,6.655,6.349,1.002
2.78,2.74,13.338,4.99,1.184,6.794,6.196,1.002
2.787,2.73,13.509,4.592,1.212,6.457,6.147,1.002
2.765,2.72,13.827,6.239,1.286,5.896,6.217,1.002
2.729,2.71,13.941,7.913,1.323,5.2,6.4,1.002
2.702,2.7,14.01,8.968,1.355,4.523,6.673,1.002
2.69,2.69,14.034,9.351,1.378,4.156,6.997,1.002
2.687,2.68,13.973,9.345,1.389,4.313,2.414,1.002
2.687,2.503,13.926,9.207,1.376,4.948,2.414,1.002
2.687,2.327,13.887,9.195,1.354,5.736,2.414,1.002
2.685,2.15,13.883,9.328,1.327,6.339,2.414,1.002
2.684,1.974,14.051,9.411,1.274,6.581,2.414,1.002
2.685,1.798,14.226,9.277,1.256,6.544,2.414,1.002
2.691,1.621,14.451,8.864,1.248,6.351,2.414,1.002
2.705,1.445,14.714,8.08,1.252,6.116,2.414,1.002
2.73,1.269,15.315,6.735,1.293,5.935,2.414,1.002
2.761,1.274,15.634,5.134,1.326,5.829,6.922,1.002
2.771,1.279,15.952,4.54,1.362,5.735,6.724,1.002
2.749,1.284,16.263,5.246,1.397,5.554,6.672,1.002
2.722,1.289,16.82,6.111,1.45,5.253,6.712,1.002
2.708,1.294,17.055,6.339,1.462,4.956,6.793,1.002
2.705,1.299,17.26,6.024,1.463,4.793,6.869,1.002
2.709,1.304,17.425,5.451,1.454,4.836,6.902,1.002
2.724,1.31,17.676,4.544,1.416,5.168,6.875,1.002
2.723,1.44,17.792,4.476,1.395,5.744,6.804,1.002
2.72,1.57,17.919,4.678,1.378,6.224,6.706,1.002
2.724,1.7,18.061,4.75,1.368,6.182,6.571,1.002
2.736,1.83,18.414,4.444,1.378,5.545,6.385,1.002
2.755,1.96,18.616,3.731,1.399,4.791,6.13,1.002
2.779,2.09,18.823,2.688,1.429,4.468,5.811,1.002
2.803,2.221,19.019,1.551,1.464,4.899,5.485,1.002
2.813,2.351,19.337,1.036,1.532,5.956,5.197,1.002
2.802,2.744,19.449,1.574,1.556,7.146,4.972,1.002
2.779,3.136,19.524,2.763,1.57,7.795,4.816,1.002
2.768,3.529,19.56,3.576,1.571,7.718,4.719,1.002
2.774,3.922,19.502,3.636,1.536,7.179,4.639,1.002
2.796,4.315,19.408,3.036,1.504,6.562,4.546,1.002
2.822,4.708,19.281,2.21,1.468,6.174,4.435,1.002
2.846,5.101,19.129,1.43,1.43,6.235,4.322,1.002
2.867,5.494,18.801,0.6,1.368,6.691,4.228,1.002
2.882,6.086,18.625,0.172,1.349,7.138,4.194,1.002
2.878,6.677,18.436,0.177,1.339,7.119,4.233,1.002
2.86,7.269,18.23,1.226,1.337,6.601,4.336,1.002
2.835,7.861,17.727,2.599,1.346,5.881,4.492,1.002
2.816,8.453,17.413,3.186,1.351,5.236,4.685,1.002
2.802,9.044,17.049,3.557,1.351,4.778,4.902,1.002
2.779,9.636,16.659,4.415,1.345,4.603,5.147,1.002
2.745,10.228,15.836,5.804,1.307,4.867,5.432,1.002
2.716,9.646,15.444,7.075,1.276,5.637,5.779,1.002
2.7,9.064,15.092,7.84,1.241,6.696,6.197,1.002
2.694,8.482,14.788,8.14,1.204,7.456,6.683,1.002
2.693,7.901,14.353,8.277,1.143,7.413,2.414,1.002
2.69,7.319,14.22,8.549,1.125,6.544,2.414,1.002
2.684,6.737,14.138,8.894,1.118,5.395,2.414,1.002
2.681,6.155,14.099,9.333,1.124,4.568,2.414,1.002
2.683,5.574,14.129,9.776,1.169,4.446,2.414,1.002
2.693,5.184,14.191,10.002,1.203,4.906,2.414,1.002
2.705,4.795,14.273,9.899,1.24,5.459,2.414,1.002
2.716,4.405,14.371,9.909,1.275,5.531,2.414,1.002
2.717,4.016,14.581,10.16,1.329,5.11,2.414,1.002
2.709,3.626,14.673,10.315,1.341,4.646,2.414,1.002
2.7,3.237,14.751,10.496,1.343,4.42,2.414,1.002
2.69,2.847,14.814,10.746,1.335,4.358,2.414,1.001
2.682,2.458,14.901,11.052,1.3,4.782,2.414,1.001
2.675,2.551,14.939,11.299,1.281,5.563,2.414,1.001
2.669,2.644,14.979,11.391,1.266,6.147,2.414,1.002
2.664,2.737,15.023,11.032,1.258,6.111,2.414,1.002
2.673,2.83,15.148,10.889,1.271,5.556,2.414,1.002
2.672,2.923,15.239,10.483,1.292,4.919,2.414,1.002
2.669,3.015,15.359,10.179,1.319,4.598,2.414,1.002
2.669,3.108,15.512,10.319,1.349,4.708,2.414,1.001
2.67,3.201,15.943,10.543,1.405,5.194,2.414,1.001
2.671,3.201,16.214,10.483,1.424,5.808,2.414,1.001
2.674,3.201,16.523,10.314,1.435,6.231,2.414,1.001
2.678,3.201,16.874,10.121,1.436,6.363,2.414,1.001
2.681,3.201,17.674,9.957,1.421,6.363,2.414,1
2.687,3.201,18.101,9.775,1.409,6.361,2.414,1
2.699,3.201,18.534,9.465,1.4,6.321,6.691,1.001
2.722,3.201,18.966,8.604,1.397,6.177,6.234,1.001
2.766,3.201,19.782,6.873,1.414,6.016,5.839,1
2.828,3.128,20.163,4.131,1.435,5.804,5.515,1
2.874,3.055,20.501,0.445,1.463,5.361,5.247,1
2.896,2.982,20.783,0.029,1.493,4.811,5.023,1
2.879,2.908,21.108,0.034,1.547,4.575,4.835,1
2.849,2.835,21.103,0.64,1.563,4.93,4.687,1
2.828,2.762,20.994,1.63,1.566,5.761,4.59,1
2.809,2.688,20.798,2.45,1.557,6.53,4.549,1
2.794,2.615,20.202,3.316,1.502,6.758,4.569,1
2.784,2.596,19.838,4.064,1.461,6.551,4.648,1
2.782,2.578,19.457,4.329,1.417,6.398,4.776,1
2.789,2.559,19.086,4.047,1.373,6.422,4.939,1
2.795,2.541,18.45,3.393,1.305,6.464,5.113,1
2.783,2.522,18.202,3.564,1.285,6.45,5.287,1
2.757,2.503,17.986,4.948,1.277,6.39,5.458,1
2.727,2.485,17.764,6.217,1.279,6.307,5.626,1
2.706,2.466,17.325,7.153,1.307,6.249,5.778,1
2.693,2.399,17.112,7.786,1.325,6.211,5.881,1
2.685,2.332,16.918,8.247,1.344,6.161,5.896,1
2.682,2.265,16.744,8.562,1.358,6.141,5.797,1
2.683,2.197,16.505,8.744,1.374,6.194,5.575,1
2.688,2.13,16.461,8.818,1.376,6.177,5.24,1
2.699,2.063,16.488,8.732,1.375,5.866,4.837,1
2.72,1.996,16.59,8.279,1.375,5.309,4.426,1
2.76,1.929,16.983,7.092,1.386,4.759,4.041,1
2.819,1.932,17.234,4.953,1.4,4.352,3.7,1
2.881,1.936,17.486,1.113,1.421,4.129,3.412,1
2.937,1.94,17.718,0.018,1.448,4.071,3.188,1
2.981,1.944,17.955,0.009,1.508,4.111,3.03,1
2.976,1.948,17.921,0.011,1.535,4.167,2.926,1
2.942,1.951,17.76,0.019,1.554,4.222,2.866,1
2.919,1.955,17.472,0.024,1.563,4.282,2.84,1
2.919,1.959,16.603,0.026,1.54,4.358,2.833,1
2.935,1.928,16.086,0.024,1.507,4.491,2.825,1
2.951,1.898,15.548,0.022,1.463,4.622,2.8,1
2.956,1.868,15.012,0.022,1.412,4.623,2.758,1
2.948,1.837,14.03,0.023,1.302,4.45,2.707,1
2.937,1.807,13.583,0.024,1.254,4.243,2.656,1
2.933,1.776,13.181,0.023,1.215,4.138,2.618,1
2.936,1.746,12.821,0.021,1.188,4.111,2.599,1
2.99,1.716,12.193,0.01,1.173,4.091,2.596,1
3,1.705,11.907,0.006,1.181,4.06,2.602,1
3,1.694,11.646,0.006,1.196,4.026,2.61,1
3,1.684,11.394,0.013,1.213,4.003,2.617,1
2.983,1.673,10.86,0.021,1.235,3.993,2.624,1
2.971,1.662,10.563,0.024,1.234,3.986,2.639,1
2.967,1.651,10.252,0.025,1.222,3.988,2.666,1
2.946,1.641,9.93,0.028,1.199,3.998,2.708,1
2.907,1.63,9.283,0.034,1.129,4.012,2.765,1
2.88,1.616,8.979,0.355,1.09,4.033,2.83,1
2.875,1.603,8.7,0.649,1.053,4.07,2.896,1
2.878,1.589,8.446,0.488,1.023,4.138,2.959,1
2.88,1.576,8.025,0.359,0.995,4.306,3.021,1
2.877,1.562,7.854,0.427,0.998,4.642,3.085,1
2.873,1.549,7.703,0.591,1.013,5.119,3.153,1
2.871,1.535,7.572,0.646,1.036,5.558,3.222,1
2.869,1.522,7.391,0.649,1.091,5.791,3.282,1
2.862,1.581,7.332,0.911,1.116,5.819,3.321,1
2.85,1.641,7.287,1.365,1.135,5.811,3.335,1
2.843,1.7,7.252,1.646,1.145,5.873,3.324,1
2.846,1.76,7.2,1.546,1.139,6.088,3.296,1
2.859,1.82,7.187,1.027,1.126,6.45,3.266,1
2.874,1.879,7.188,0.383,1.11,6.866,3.241,1
2.884,1.939,7.204,0.098,1.094,7.089,3.219,1
2.888,1.999,7.273,0.036,1.078,6.941,3.192,1
2.894,1.979,7.32,0.036,1.081,6.598,3.151,1
2.903,1.959,7.374,0.035,1.093,6.543,3.09,1
2.908,1.939,7.427,0.035,1.112,7.043,3.015,1
2.904,1.919,7.52,0.036,1.164,7.952,2.945,1
2.892,1.899,7.557,0.038,1.189,8.777,2.891,1
2.875,1.879,7.585,0.041,1.209,9.239,2.864,1
2.866,1.859,7.613,0.509,1.221,9.427,2.871,1
2.857,1.839,7.677,0.863,1.214,9.572,2.91,1
2.854,1.9,7.713,0.831,1.196,9.731,2.967,1
2.862,1.961,7.751,0.164,1.171,9.767,3.027,1
2.903,2.022,7.789,0.038,1.143,9.415,3.081,1
2.947,2.083,7.877,0.029,1.092,8.68,3.121,1
2.949,2.145,7.928,0.027,1.077,7.962,3.142,1
2.903,2.206,7.986,0.035,1.071,7.523,3.145,1
2.863,2.267,8.05,0.822,1.076,7.378,3.132,1
2.847,2.328,8.184,1.955,1.114,7.38,3.105,1
2.845,9.219,8.252,2.142,1.141,7.463,3.064,1
2.858,0.423,8.32,1.56,1.168,7.55,3.012,1
2.879,0.423,8.384,0.403,1.192,7.589,2.95,1
2.919,0.423,8.496,0.03,1.22,7.586,2.884,1
2.966,0.423,8.545,0.02,1.22,7.689,2.817,1
2.988,0.423,8.586,0.015,1.21,7.868,2.749,1
2.977,0.423,8.623,0.016,1.194,7.692,2.682,1
2.958,0.423,8.666,0.02,1.149,7.055,2.62,1
2.971,0.423,8.659,0.017,1.128,6.468,2.571,1
3,0.423,8.626,0.01,1.111,6.28,2.542,1
3,0.423,8.568,0.005,1.101,6.407,2.536,1
3,0.423,8.401,0.006,1.104,6.548,2.55,1
3,0.423,8.306,0.008,1.115,6.499,2.583,1
3,0.423,8.211,0.007,1.13,6.323,2.62,1
3,9.024,8.122,0.006,1.146,6.148,2.643,1
3,2.104,7.982,0.012,1.168,6.065,2.645,1
2.959,2.111,7.934,0.021,1.171,5.997,2.624,1
2.926,2.118,7.898,0.028,1.167,5.886,2.587,1
2.924,2.125,7.871,0.027,1.157,5.796,2.547,1
2.946,2.131,7.824,0.022,1.123,5.774,2.518,1
2.961,2.138,7.799,0.018,1.105,5.784,2.508,1
2.947,2.145,7.774,0.02,1.09,5.746,2.515,1
2.93,2.152,7.746,0.024,1.081,5.733,2.534,1
2.94,2.158,7.675,0.023,1.082,5.942,2.557,1
2.981,2.124,7.63,0.016,1.093,6.4,2.574,1
3,2.09,7.583,0.006,1.107,7.08,2.582,1
3,2.056,7.53,0,1.124,8.003,2.584,1
3,2.022,7.405,0,1.148,9.003,2.586,1
3,1.988,7.33,0.005,1.152,9.716,2.592,1
2.993,1.954,7.248,0.016,1.147,9.977,2.607,1
2.958,1.92,7.159,0.023,1.134,10.077,2.632,1
2.938,1.886,6.972,0.028,1.087,10.189,2.662,1
2.922,1.888,6.88,0.031,1.059,10.139,2.693,1
2.912,1.889,6.792,0.033,1.032,9.836,2.724,1
2.912,1.89,6.714,0.032,1.01,9.508,2.753,1
2.922,1.892,6.598,0.03,0.989,9.352,2.783,1
2.942,1.893,6.56,0.025,0.993,9.232,2.819,1
2.97,1.894,6.537,0.02,1.006,9.067,2.864,1
2.995,1.896,6.525,0.016,1.025,8.898,2.919,1
3,1.897,6.526,0.016,1.07,8.749,2.991,1
2.989,1.933,6.534,0.021,1.088,8.651,3.082,1
2.961,1.969,6.545,0.028,1.1,8.605,3.201,1
2.935,2.005,6.558,0.033,1.104,8.581,3.347,1
2.913,2.041,6.595,0.036,1.085,8.556,3.514,1
2.885,2.077,6.617,0.041,1.065,8.516,3.691,1
2.847,2.113,6.642,0.077,1.044,8.437,3.865,1
2.826,2.149,6.671,1.156,1.023,8.331,4.013,1
2.809,2.185,6.762,2.108,1,8.283,4.126,1
2.794,2.196,6.832,2.974,1.003,8.35,4.214,1
2.782,2.206,6.924,3.818,1.015,8.415,4.293,1
2.773,2.216,7.041,4.513,1.038,8.42,4.375,1
2.775,2.226,7.334,4.715,1.104,8.415,4.471,1
2.793,2.236,7.515,4.087,1.14,8.426,4.567,1
2.815,2.246,7.708,3.082,1.174,8.271,4.633,1
2.824,2.256,7.908,2.512,1.202,7.657,4.644,1
2.811,2.266,8.282,2.852,1.234,6.783,4.588,1
2.791,2.831,8.449,3.527,1.238,5.993,4.468,1
2.776,3.395,8.601,4.106,1.236,5.435,4.306,0.999
2.772,3.959,8.736,4.37,1.23,5.112,4.146,0.999
2.779,4.523,8.987,4.261,1.223,4.989,4.013,0.999
2.796,5.088,9.109,3.665,1.226,4.92,3.916,0.999
